Name,slug,Domain,LogoUrl,FullCompanyName,Description,Logo,Status,MonthlyYearlyToggle,MonthlyYearly,FreePeriod,TrialPeriod,FreePlan,NoPackages,PricingType,LowestPrice,HighestVisiblePrice,Price different between lowest and medium tier,LowToHigh,HighToLow,Highlighted,EnterpriseQuote,EnterprisePlanTier,EnterprisePlanBelow,CtaType,CtaName,FeaturesTickCross,FeaturesStrikethrough,FeaturesHiddenLowerTiers,FeaturesUnderneathPricing,EverythingIncludedHigherPlans,FeaturesUnavailable
Promoter.io,promoterio,promoter.io,https://logo.clearbit.com/promoter.io,Promoter.io,Actionable Customer Feedback & Predictive Experience Management Software,,Active,No,,30 days,,No,3,Standard,199.00,479,,Yes ,,Yes,Yes,,,Top,Schedule call,Yes,,,,,
and.co,andco,and.co,https://logo.clearbit.com/and.co,AND.CO,AND CO is a smart back office for freelancers.,,Active,No,No,30 days,,Yes,4,Standard,18.00,N/A,,No,Yes,Yes,No,,,Top,Start free,,,Yes,,,
Cliniko,cliniko,cliniko.com,https://logo.clearbit.com/cliniko.com,Cliniko,Healthcare Practice Management Software,,Active,No,No,30 days,,No,5,Standard,45.00,395,,Yes ,No,No,No,,,Top,N/A,,,,,,Yes
Piktochart,piktochart,piktochart.com,https://logo.clearbit.com/piktochart.com,Piktochart,"Create beautiful infographics, flyers, posters, presentations and reports easily with absolutely no design experience.",,Active,Yes,Yearly,30 days,,No,2,Per user,29.00,99,,Yes ,,No,No,,,Bottom,Get It Now,,,,,Yes,
Spoke,spoke,spokeo.com,https://logo.clearbit.com/spokeo.com,Spokeo,Spokeo is a search engine providing more than 18 million unique monthly visitors valuable data records about people.,,Active,No,No,30 days,,No,3,Per user,2.00,3,,Yes ,No,No,Yes,,,Top,Get started,,,,,Yes,
Bugsee,bugsee,bugsee.com,https://logo.clearbit.com/bugsee.com,Bugsee,Bugsee is a mobile software kit that adds information to computer crash reports.,,Active,No,No,30 days,,Yes,3,Standard,129.00,N/A,,Yes ,No,No,Yes,,,Bottom,Start 30 days trail,,,,,Yes,
Capsule,capsule-crm,capsule.nyc,https://logo.clearbit.com/capsule.nyc,Capsule NYC,,,Active,No,,30 days,,Yes,3,Per user,18.00,36,,,Yes,Yes,No,,,Top and Bottom,Sign up for 30 day free trail,Yes,,,,,
Customer.io,customerio,customer.io,https://logo.clearbit.com/customer.io,Customer.io,Customer.io enables users to send newsletters to selected segments of customers using their website data.,,Active,Yes,Monthly,30 days,,No,2,Standard,150.00,995,,Yes ,,No,No,,,Bottom,Try free for 30 days,,,,Yes,,
Dacast,dacast,dacast.com,https://logo.clearbit.com/dacast.com,Dacast,"Dacast offers API-based and easy-to-use streaming solutions to host, manage, monetize and deliver OTT video worldwide.",,Active,Yes,Yearly,30 days,,No,3,Standard,165.00,390,,Yes ,No,No,Yes,,,Top and Bottom,Go [Plan name],,,,Yes,,
1Password,1password,1password.com,https://logo.clearbit.com/1password.com,1Password,"1Password is a secure password manager, providing businesses a safe way to share passwords, credit cards, and documents.",,Active,No,No,30 days,,No,3,Per user,3.99,7.99,,Yes ,,Yes(Recommened),Yes,,,Top,Try It For 30days,,,Yes,,,
Aha!,aha,aha.io,https://logo.clearbit.com/aha.io,Aha!,The worldʼs #1 roadmap software.,,Active,Yes,Yearly,30 days,,Yes,4,Per user,74.00,124,,Yes ,,Yes(Most popular),Yes,,,N/A,N/A,,,,,Yes,
Webydo,webydo,webydo.com,https://logo.clearbit.com/webydo.com,Webydo,"Webydo is a SaaS platform enabling designers and agencies to create, host and manage code-free, responsive websites for their clients.",,Active,Yes,Yearly,30 days,,No,4,Standard,90.00,480,,Yes ,No,Yes (Most popular),Yes,,,Top,Try it now,,,Yes,,,
Gitlab,gitlab,gitlab.com,https://logo.clearbit.com/gitlab.com,GitLab,"âFrom project planning and source code management to CI/CD and monitoring, GitLab is a complete DevOps platform, delivered as a single application. Only GitLab enables Concurrent DevOps to make the software lifecycle 200% faster.â",,Active,No,,30 days,,Yes,4,Per user,4.00,99,,Yes ,,No,No,,,Top,Buy now,,,Yes,,,
Sprout Social,sprout-social,sproutsocial.com,https://logo.clearbit.com/sproutsocial.com,Sprout Social,"Sprout Social provides a platform for businesses to manage social media engagement, publishing and analytics.",,Active,No,,30 days,,No,3,Per user,99.00,249,,Yes ,,Yes,No,,,Top,Start your free trial,,,,,Yes,
Convertkit,convertkit,convertkit.com,https://logo.clearbit.com/convertkit.com,ConvertKit,"Get the email marketing tools and automation you need to grow your blog and business. Join 25,000+ creators and try ConvertKit today.",,Active,Yes,Monthly,30 days,,No,4,Standard,29.00,79,,Yes ,,no,Yes,,,Top,Try It For Free,Yes,,,,,
Vimeo,vimeo,vimeo.com,https://logo.clearbit.com/vimeo.com,Vimeo,"Vimeo is the world’s leading professional video platform. We provide powerful tools to create and market high-quality, impactful video.",,Active,No,No,30 days,,No,4,Standard,12.00,75,,Yes ,,No,No,,,Top,Start Free Trail,,,,,Yes,
Notion,notion,notion.so,https://logo.clearbit.com/notion.so,Notion,"Notion is the all-in-one workspace for your notes, tasks, wikis, and databases",,Active,No,No,30 days,,Yes,4,Per user,4.00,20,,,Yes,No,No,,,N/A,N/A,,,,Yes,,
Image Relay,image-relay,imagerelay.com,https://logo.clearbit.com/imagerelay.com,Image Relay,Image Relay is the Digital Asset Management system designed with your time in mind.,,Active,No,,30 days,,No,4,Standard,99.00,750,,Yes ,,Yes(Most popular),Yes,,,Top,Start trial,Yes,,,,,
Mural,mural,mural.co,https://logo.clearbit.com/mural.co,MURAL,MURAL is the leading digital workspace for visual collaboration in the enterprise.,,Active,No,,30 days,,No,3,Per user,12.00,20,,Yes ,,No,Yes,,,Bottom,Try free for 30 days,,,,,Yes,
Crazyegg,crazyegg,crazyegg.com,https://logo.clearbit.com/crazyegg.com,Crazy Egg,Crazy Egg allows website owners to create tests to figure out what users are doing on their site.,,Active,No,,30 days,,No,4,Standard,24.00,99,,Yes ,,,Yes,,,Top,Start my free trail,,,,Yes,,
Oneup,oneup,oneupapp.io,https://logo.clearbit.com/oneupapp.io,OneUp,"Schedule and recycle your content on Facebook, Twitter, Pinterest, LinkedIn, and Google+. Save yourself hours every week.",,Active,No,,30 days,,No,5,Standard,9.00,169,,Yes ,,No,No,,,Top,Sign up,,,,Yes,,
Getresponse,getresponse,getresponse.com,https://logo.clearbit.com/getresponse.com,GetResponse,"GetResponse is an email marketing platform which features drag-and-drop email, landing page creator, advanced email analytics and more.",,Active,Yes,Monthly,30 days,,No,4,Standard,15.00,1199,,Yes ,,Yes(Don't miss out),No,,,Top,Choose plan,Yes,,,,,
Hootsuite,hootsuite,hootsuite.com,https://logo.clearbit.com/hootsuite.com,Hootsuite,"Hootsuite is the world's most widely used platform for managing social media. Over 15 million users, including 800+ of the Fortune 1000.",,Active,No,,30 days,,No,4,Standard,29.00,599,,Yes ,,No,Yes,,,Top and bottom,Free 30 days trial,,,,Yes,,
Trippeo,trippeo,trippeo.com,https://logo.clearbit.com/trippeo.com,Trippeo,Trippeo Technologies develops a mobile application that automates business expense management process for business travelers.,,Active,No,No,30 days,,No,2,Per user,12.00,15,,Yes ,,Yes,No,,,Top,Signup,,,,Yes,,
Troop Messenger,troop-messenger,troopmessenger.com,https://logo.clearbit.com/troopmessenger.com,Troop Messenger,"Troop messenger is a business collaboration app for faster and clearer communication at a workplace, With an easy to use user interface.",,Active,Yes,Monthly,30 days,,No,3,Per user,1.00,5,,Yes ,,No,No,,,Top,Signup,,,,,Yes,
Thinkific,thinkific,thinkific.com,https://logo.clearbit.com/thinkific.com,Thinkific,"Thinkific is a software platform that enables entrepreneurs to create, market, sell, and deliver their own online courses.",,Active,Yes,Yearly,30 days,,No,4,Standard,49.00,499,,No,Yes,Yes (Best Value),No,,,Top,Get [package name],,,,,Yes,
Dropbox,dropbox-business,dropbox.com,https://logo.clearbit.com/dropbox.com,Dropbox,"Dropbox provides secure file sharing, collaboration, and storage solutions.",,Active,Yes,Yearly,30 days,,No,3,Per user,15.00,25,,Yes ,,Yes (Best value),Yes,,,Top,Try free for 30 days,,,Yes,,,
JotForm,jotform,jotform.com,https://logo.clearbit.com/jotform.com,JotForm,"JotForm is an online form building tool that helps users create and publish forms, and get an email for each response.",,Active,Yes,Yearly,30 days,,Yes,4,Standard,19.00,99,,Yes ,,Yes(Best Value),No,,,Bottom,Upgrade,,,,Yes,,
Backlog,backlog,backlog.com,https://logo.clearbit.com/backlog.com,Backlog,Backlog is an online project management tool for developers that creates web-based application tools for team collaboration.,,Active,Yes,Monthly,30 days,,Yes,4,Standard,35.00,15,,Yes ,No,Yes(Most popular),No,,,Top and Bottom,Start free trail,Yes,,,,,
Travis CI,travis-ci,travis-ci.com,https://logo.clearbit.com/travis-ci.com,Travis CI,Hosted Continuous Integration Platform,,Active,Yes,Yearly,30 days,,No,4,Standard,69.00,489,,Yes ,,No,No,,,Bottom,Start Your Free Trail,,,,Yes,,
Atera,atera,atera.com,https://logo.clearbit.com/atera.com,Atera,An IT automation platform that combines Remote Monitoring and management & PSA into a powerful solution for MSPs & IT professionals,,Active,No,No,30 days,,No,3,Per user,89.00,169,,Yes ,,Yes,No,,,Top,Start trail,,,Yes,,,
HelloSign,hellosign,hellosign.com,https://logo.clearbit.com/hellosign.com,HelloSign,"HelloSign offers fast, secure, and legally binding eSignatures for businesses.",,Active,Yes,Yearly,30 days,,Yes,4,Standard,15.00,50,,Yes ,,No,Yes,,,Top,Start Free Trial,,,Yes,,,
Testsigma,testsigma,testsigma.com,https://logo.clearbit.com/testsigma.com,Testsigma,Testsigma is a cloud-based continuous testing platform for Agile and DevOps teams.,,Active,Yes,Yearly,30 days,,No,3,Standard,249.00,349,,Yes ,No,Yes,Yes,,,Top and Bottom,Sign up for free,,,,,Yes,
GoodData,gooddata,gooddata.com,https://logo.clearbit.com/gooddata.com,GoodData,"GoodData is an analytics company that provides access to business reporting, dashboards, and ad hoc analytics to customers.",,Active,No,No,30 days,,Yes,3,Per user,0.00,20,,Yes ,,Yes,Yes,,,Bottom,Buy,,,,,Yes,
Asana,asana,asana.com,https://logo.clearbit.com/asana.com,Asana,"Easily organize and plan workflows, projects, and more, so you can keep your team's work on schedule. Start using Asana as your work management tool today.",,Active,No,No,30 days,,Yes,4,Per user,13.49,30.49,,Yes ,No,Yes,Yes,,,Top and Bottom,Try for free,Yes,,,,,
Xero,xero,xerox.com,https://logo.clearbit.com/xerox.com,Xerox,"Xerox is a document management technology and services enterprise, producing printing and publishing systems, copiers and fax machines.",,Active,No,,30 days,,No,3,Standard,9.00,60,,Yes ,,No,No,,,Bottom,Try Xero for free,,,Yes,,,
Kontentino,kontentino,kontentino.com,https://logo.clearbit.com/kontentino.com,Kontentino,"Kontentino is an intuitive social media content tool for social media managers, agencies and their clients. Plan, comment and approve posts.",,Active,Yes,Yearly,30 days,,No,6,Standard,10.00,310,,Yes ,,No,Yes,,,Top,Try now,Yes,,,,,
Chatlio,chatlio,chatlio.com,https://logo.clearbit.com/chatlio.com,Chatlio,Chatlio Live Chat for Slack on your website.,,Active,No,No,30 days,,No,4,Standard,29.00,199,,Yes ,No,Yes,No,,,Bottom,Start free trail,,Yes,,,,
Sendible ,sendible-,sendible.com,https://logo.clearbit.com/sendible.com,Sendible,"Sendible, a social media marketing platform, allows individuals and businesses to engage with their customers across multiple channels.",,Active,Yes,Monthly,30 days,,No,4,Standard,29.00,299,,Yes ,,Yes(Most popular),No,,,Top,Sign up for free,,,,Yes,,
Autopilot,autopilot,autopilothq.com,https://logo.clearbit.com/autopilothq.com,Autopilot,Autopilot is a visual marketing software for automating customer journeys.,,Active,Yes,Monthly,30 days,,No,3,Standard,49.00,249,,Yes ,,Yes(Our most popoular plan),No,,,Bottom,Try for free,,,,Yes,,
Timecap,timecap,timecapsuleframing.com,https://logo.clearbit.com/timecapsuleframing.com,Time Capsule Framing,Time Capsule Framing can print and frame your images on canvas or paper. You can also choose from the images in our archives or purchase pre-framed art at our store or on our website.,,Active,No,No,30 days,,Yes,4,Per user,7.00,10,,Yes ,No,No,Yes,,,Top,Start free trail now,,,,,Yes,
Bench,bench,bench.co,https://logo.clearbit.com/bench.co,Bench Accounting,"Bench is the online bookkeeping service that pairs you with a dedicated bookkeeping team and simple, elegant software to balance your books.",,Active,No,No,30 days,,No,5,Standard,149.00,349,,Yes ,No,No,No,,,Top,Start free trial,,,,Yes,,
Spiff,spiff,spiffy.co,https://logo.clearbit.com/spiffy.co,Spiffy,We're the easiest way for business owners to take a credit card payment through their website.,,Active,No,No,30 days,,No,3,Standard,20.00,35,,Yes ,No,Yes(best seller),Yes,,,Bottom,Schedule demo,,,,,yes,
Dashlane,dashlane,dashlane.com,https://logo.clearbit.com/dashlane.com,Dashlane,Dashlane  is a mobile and desktop app that gives a shortcut for online tasks.,,Active,No,No,30 days,,Yes,3,Standard,4.99,9.99,,Yes ,,Yes,No,,,Top,Get,Yes,,,,,
Pagewiz,pagewiz,pagewiz.com,https://logo.clearbit.com/pagewiz.com,Pagewiz,Generate & Optimize Beautiful Landing Pages On Your Own!,,Active,Yes,Yearly,30 days,,No,4,Standard,29.00,199,,Yes ,,yes,No,,,Bottom,Start Free,,Yes,,,,
Timecamp,timecamp,timecamp.com,https://logo.clearbit.com/timecamp.com,TimeCamp,TimeCamp is a software company developing time tracking and productivity software for businesses and individuals.,,Active,No,No,30 days,,Yes,4,Per user,7.00,10,,Yes ,No,No,Yes,,,Top,Start free trail now,,,,,Yes,
Feedly,feedly,feedly.com,https://logo.clearbit.com/feedly.com,Feedly,Feedly offers an app that enables readers to connect with the websites and sources about the things they are most passionate.,,Active,No,,30 days,,Yes,3,Standard and Per user,5.41,18,,Yes ,,Yes(Popular),No,,,Top,Start free trail,,,,,Yes,
Geckoboard,geckoboard,geckoboard.com,https://logo.clearbit.com/geckoboard.com,Geckoboard,Geckoboard is a live TV dashboard software that focuses teams to improve key metrics.,,Active,Yes,Yearly,30 days,,No,4,Standard,39.00,599,,Yes ,,Yes (Most popular),No,,,Bottom,Start free trail,,,Yes,,,
Toggl,toggl,toggl.com,https://logo.clearbit.com/toggl.com,Toggl,"Toggl offers an online time tracking software specifically designed for freelancers, graphic designers and consultants.",,Active,Yes,Yearly,30 days,,No,3,Per user,10.00,20,,No,Yes,Yes,Yes,,,Bottom,Start free trail,,,,,Yes,
Affrise,affrise,affrisemedia.com,https://logo.clearbit.com/affrisemedia.com,Affrise Media,"Affrise Media is India's Premier Performance Marketing Firm specialized in executing performance and ROI driven campaigns on desktop and mobile, globally",,Active,No,No,30 days,,No,3,Standard,299.00,499,,Yes ,No,Yes,Yes,,,Bottom,Get started,,Yes,,,,
HelpSite,helpsite,helpsite.com,https://logo.clearbit.com/helpsite.com,HelpSite,HelpSite is easy-to-use hosted knowledge base software for creating an awesome support & FAQ site for your business. Get started for free!,,Active,No,No,30 days,,Yes,4,Standard,14.99,49.99,,Yes ,No,No,Yes,,,Bottom,Create your help center,,Yes,,,,
Educreations,educreations,educreations.com,https://logo.clearbit.com/educreations.com,Educreations,Educreations is a global community where anyone can teach what they know and learn what they don't.,,Active,No,No,30 days,,Yes,3,Standard,11.99,125,,Yes ,No,No,,,,Bottom,Start with this plan,Yes,,,,,
Peakon,peakon,peakon.com,https://logo.clearbit.com/peakon.com,Peakon,Peakon is an employee success platform that converts feedback into insights you can put to work.,,Active,No,No,30 days,,No,3,Per user,3.50,12,,Yes ,No,No,No,,,Top,Book a demo,,,,,Yes,
Invoicequick,invoicequick,invoicequick.com,https://logo.clearbit.com/invoicequick.com,Invoice Quick,"Who small business, freelancers and startups trust to look professional, invoice on-the-go & get paid faster.",,Active,No,No,30 days,,Yes,2,Standard,9.00,N/A,,Yes ,No,Yes,No,,,Bottom,Try it free,,,Yes,,,
AWeber,aweber,aweber.com,https://logo.clearbit.com/aweber.com,AWeber,"AWeber provides email marketing software that include newsletters emailing, autoresponding, and RSS-to-email converting features.",,Active,No,No,30 days,,No,6,Standard,19.00,149,,Yes ,,No,Yes,,,Top,Get Started,Yes,,,,,
Bitly,bitly,bitly.com,https://logo.clearbit.com/bitly.com,Bitly,Bitly is a link management platform that helps brands deliver and measure their marketing efforts across all channels.,,Active,Yes,Yearly,30 days,,Yes,3,Standard,0.00,35,,Yes ,,No,Yes,,,Bottom,Get Started,Yes,,,,,
SendOwl,sendowl,sendowl.com,https://logo.clearbit.com/sendowl.com,SendOwl,SendOwl is a software company that develops tools for selling digital products through social media and blogs.,,Active,No,No,30 days,,No,4,Standard,9.00,39,,Yes ,No,Yes (Most popular),No,,,Top,Start your free trial,,,,Yes,,
DebugMe,debugme,debugme.eu,https://logo.clearbit.com/debugme.eu,DebugMe,DebugMe is a simple & effective tool that lets users to report bugs visually in context and developer productivity to soar.,,Active,Yes,Yearly,30 days,,Yes,4,Standard,10.00,49,,Yes ,No,Yes(Most popular)\,No,,,Top and Bottom,Start trial,,,Yes,,,
Evernote,evernote,evernote.com,https://logo.clearbit.com/evernote.com,Evernote,"Evernote is a suite of software and services that allow users to capture, organize, and find information across multiple platforms.",,Active,No,No,30 days,,Yes,3,Per user,7.99,14.99,,Yes ,,Yes(Most popular),No,,,Bottom,Signup,Yes,,,,,
Teamoclock,teamoclock,teamoclock.com,https://logo.clearbit.com/teamoclock.com,Team O'clock,"Empower your teams for happiness, with focused and stress free meetings",,Active,No,,30 days,,Yes,3,Standard,29.00,69,,,Yes,Yes,No,,,Bottom,Try all features on free trail,,,Yes,,,
Apptivo,apptivo,apptivo.com,https://logo.clearbit.com/apptivo.com,Apptivo,"Apptivo is an integrated Cloud Suite with over 40+ apps for all types of businesses, including CRM, project management, invoicing, and more.",,Active,Yes,Yearly,30 days,,Yes,4,Per user,10.00,25,,Yes ,,Yes(Featured plan),Yes,,,Bottom,Free Trail,,,,Yes,,
Tmetric,tmetric,tmetric.com,https://logo.clearbit.com/tmetric.com,TMetric Time Tracker,"Simple time tracking app for Windows, Mac, Linux which helps you to control your time, increase productivity, monitor your team performance. Try it for free!",,Active,Yes,Monthly,30 days,,No,3,Standard,5.00,7,,No,Yes,No,No,,,Bottom,Start your free trail,,Yes,,,,
LaunchDarkly,launchdarkly,launchdarkly.com,https://logo.clearbit.com/launchdarkly.com,LaunchDarkly,LaunchDarkly is a feature management platform for software teams.,,Active,Yes,Yearly,30 days,,No,3,Standard,90.00,390,,Yes ,,No,Yes,,,Bottom,Start 30day free Trail,Yes,,,,,
Lingo,lingo,lingoda.com,https://logo.clearbit.com/lingoda.com,Lingoda,"Lingoda offers online, live language classes in English, Business English, German, Spanish, French with qualified, native-speaking teachers.",,Active,Yes,Monthly,30 days,,No,3,Per user,15.00,40,,Yes ,,No,No,,,Bottom,Get,,Yes,,,,
Zipbooks,zipbooks,zipbooks.com,https://logo.clearbit.com/zipbooks.com,ZipBooks,Accounting software for small businesses and accountants,,Active,No,No,30 days,,Yes,4,Standard,15.00,35,,Yes ,No,Yes,No,,,Bottom,Start free trail,,,,,Yes,
Servicejoy,servicejoy,servicejoy.com,https://logo.clearbit.com/servicejoy.com,Servicejoy,Accounting & Project Management for SMB,,Active,No,No,45 days,,Yes,3,Standard,20.00,30,,Yes ,No,Yes(Most popular),No,,,Top and Bottom,Sign up free,,,,Yes,,
Lambdatest,lambdatest,lambdatest.com,https://logo.clearbit.com/lambdatest.com,LambdaTest,"With LambdaTest, you can seamlessly test your public or locally hosted web apps across 2000+ different browsers,OS, resolutions and devices.",,Active,Yes,Yearly,60 mins,,Yes,4,Standard,19.00,99,,Yes ,No,Yes(Most popular),No,,,Top,Get started,,,,Yes,,
Ideaglow,ideaglow,ideaglow.com,https://logo.clearbit.com/ideaglow.com,IdeaGlow,"Proven, affordable Idea Management Software tool. Get FREE trial of turn-key idea management tool, or schedule FREE 1-on-1 demo.",,Active,No,,90 days,,No,3,Standard,499.00,1799,,Yes ,,Yes(Best value ' most popular),No,,,Top and Bottom,Schedule a demo,,Yes,,,,
Fiskl,fiskl,fiskl.com,https://logo.clearbit.com/fiskl.com,Fiskl,Fiskl – mobile-first global SaaS platform for managing micro-SME finances,,Active,No,No,free tier,,Yes,5,Standard,9.00,30,,Yes ,No,No,No,,,Bottom,Sign up today,,,,Yes,,
Cyfe,cyfe,cyfe.com,https://logo.clearbit.com/cyfe.com,Cyfe,Cyfe provides a cloud-based service that enables users to monitor and share vital business data from one single location in real-time.,,Active,No,,free tier,,yes,5,Standard,29.00,89,,Yes ,,No,Yes,,,Bottom,Get started for free,,,Yes,,,
Venngage,venngage,venngage.com,https://logo.clearbit.com/venngage.com,Venngage,Venngage is a company that offers a web design website for creating graphics.,,Active,Yes,Monthly,free tier,,Yes,3,Standard,19.00,49,,No,Yes,Yes (Most popular),No,,,Top and Bottom,Get started,,,Yes,,,
Fullcontact,fullcontact-business,fullcontact.com,https://logo.clearbit.com/fullcontact.com,FullContact,FullContact create an amazing customer experience with SaaS-based identity resolution and consumer insights.,,Active,,,free tier,,Yes,3,Standard,499.00,N/A,,Yes ,,Yes(Most requested),Yes,,,Bottom,Get started,,,Yes,,,
Loader,loader,loader.to,https://logo.clearbit.com/loader.to,Loader.to,"Download your favorite YouTube videos and playlists from the internet without registration for free. Convert your favorite YouTube videos to MP3, MP4 and M4A.",,Active,No,No,free tier,,Yes,3,Standard,99.99,N/A,,Yes ,No,No,Yes,,,Top,Sign up now,,,,Yes,,
Woopra,woopra,woopra.com,https://logo.clearbit.com/woopra.com,Woopra,"The leading Customer Journey Analytics platform helping organizations unify, visualize and act on data through every customer touchpoint.",,Active,No,,free tier,,Yes,3,Standard,999.00,N/A,,Yes ,,Yes,Yes,,,Bottom,Contact us,Yes,,,,,
Airtable,airtable,airtable.com,https://logo.clearbit.com/airtable.com,Airtable,Airtable is a cloud-based software company that blends a traditional spreadsheet with a database.,,Active,Yes,Yearly,free tier,,Yes,4,Per user,12.00,24,,Yes ,No,No,Yes,,,Top and Bottom,Get started,Yes,,,,,
SurveyMonkey,surveymonkey,surveymonkey.com,https://logo.clearbit.com/surveymonkey.com,SurveyMonkey,SurveyMonkey is a survey company which powers curious organizations to measure and act on the opinions that drive success.,,Active,No,,free tier,,Yes,3,Per user,25.00,75,,Yes ,,No,Yes,,,Top and bottom,Sign up,,,Yes,,,
Mighty Networks,mighty-networks,mightynetworks.com,https://logo.clearbit.com/mightynetworks.com,Mighty Networks,Mighty Networks is a software company redefining the way influencers are growing their brands and followers.,,Active,Yes,Annual,free tier,,Yes,3,Standard,16.00,57,,,Yes,Yes,No,,,Bottom,Start your free trail,,,,,Yes,
Bitrise,bitrise-for-teams,bitrise.io,https://logo.clearbit.com/bitrise.io,Bitrise,"Bitrise is a platform for mobile app development, enabling tens of thousands of developers to automate integration, testing, and deployment",,Active,Yes,Yearly,free tier,,Yes,4,Standard,40.00,300,,Yes ,No,no,No,,,Bottom,Sign up for free trial,,Yes,,,,
Github,githubteams,github.com,https://logo.clearbit.com/github.com,GitHub,GitHub provides code hosting services that allow developers/people to build software for open source and private projects in organizations.,,Active,No,,free tier,,Yes,2,Per user,9.00,N/A,,Yes ,,No,Yes,,,Bottom,Choose team,Yes,,,,,
UberConference,uberconference,uberconference.com,https://logo.clearbit.com/uberconference.com,UberConference,"With its clean, elegant UX, UberConference is audio conferencing designed to be both powerful and simple to use.",,Active,Yes,Yearly,free tier,,Yes,2,Per user,20.00,N/A,,Yes ,,Yes(Sign up),No,,,Top,Sign up,Yes,,,,,
Visualping,visualping,visualping.io,https://logo.clearbit.com/visualping.io,Visualping,Automated website change alerts for consumers and enterprise with more than 1 million personal and business users in all verticals.,,Active,Yes,Monthly,free tier,,Yes,5,Standard,4.00,58,,Yes ,No,No,No,,,Top,Subscribe,,,,,,Yes
Pinstriped,pinstriped,pinstriped.com,https://www.pinstriped.com/wp-content/themes/understrap-child/images/logo-pinstriped.svg,Pinstriped,Make your meetings count. Notes. Actions. Easy. Prepare. Share. Whether you’re an attendee or the one calling the meeting. Pinstriped makes sharing and following up really easy.,,Active,No,,free tier,,Yes,2,Standard,6.67,N/A,,Yes ,,Yes,No,,,N/A,N/A,,,,Yes,,
Miro,miro,miro.com,https://logo.clearbit.com/miro.com,Miro,"Scalable, secure, cross-device and enterprise-ready team collaboration whiteboard for distributed teams. Join 4M+ users from around the world.",,Active,No,,free tier,,Yes,4,Per user,8.00,16,,Yes ,,No,Yes,,,Top and Bottom,Buy,,,,,Yes,
Big Cartel,big-cartel,bigcartel.com,https://logo.clearbit.com/bigcartel.com,Big Cartel,"Big Cartel provides clothing designers, bands, record labels, crafters, and other artists with their own customizable online store.",,Active,No,,free tier,,No,3,Standard,9.99,29.99,,Yes ,,No,No,,,Top,Sign up now,,,Yes,,,
Getinvoice,getinvoice,getinvoice.co,https://logo.clearbit.com/getinvoice.co,InvoiceApp,Beautiful Online Invoicing Software For Small Business Owners And Freelancers.,,Active,No,No,free tier,,Yes,3,Standard,5.00,15,,Yes ,No,No,No,,,Bottom,Try it free,,,Yes,,,
Weebly,weebly-websites,weebly.com,https://logo.clearbit.com/weebly.com,Weebly,"Weebly is a consumer service that lets people create a website, blog or online store.",,Active,No,,free tier,,Yes,4,Standard,5.00,25,,Yes ,,No,No,,,Top and bottom,Select,,,Yes,,,
Aeroleads,aeroleads,aeroleads.com,https://logo.clearbit.com/aeroleads.com,AeroLeads,"AeroLeads is a lead generation and lead mining tool that offers its users with business leads from Google, Yahoo Local, and Yellow Pages.",,Active,No,,free tier,,No,4,Standard,49.00,499,,Yes ,,Yes (Most popular),Yes,,,Top and bottom,Buy now,,,,Yes,,
Minutes.io,minutesio,minutes.io,https://logo.clearbit.com/minutes.io,minutes.io,"Quick, professional, hassle-free meeting minutes.",,Active,No,,free tier,,No,2,Standard,9.00,69,,Yes ,,No,No,,,Bottom,Sign up now,,,,Yes,,
Join.me,joinme,join.me,https://logo.clearbit.com/join.me,join.me,"join.me is a collaboration tool designed to cut through pointless processes, politics and protocols with a single click",,Active,No,,free tier,,No,3,Standard,10.00,30,,Yes ,,No,No,,,Top,Select,,,,,Yes,
Invision,invision,invisionapp.com,https://logo.clearbit.com/invisionapp.com,InVision,"InVisionApp provides a design collaboration platform for startups, corporations, and design agencies.",,Active,No,,free tier,,Yes,5,Standard,15.00,99,,Yes ,,No,Yes,,,Bottom,Get started,,,,,,No
Invoicely,invoicely,invoicely.com,https://logo.clearbit.com/invoicely.com,invoicely,Invoicely is all about bringing free cloud invoicing and accounting software to as many people around the world.,,Active,Yes,Monthly,free tier,,Yes,4,Standard,9.99,29.99,,Yes ,No,Yes(Most popular),No,,,Top and Bottom,Get started,Yes,,,,,
Trello,trello,trello.com,https://logo.clearbit.com/trello.com,Trello,Trello is a visual collaboration tool that creates a shared perspective on any project.,,Active,No,No,free tier,,Yes,3,Per user,12.50,20.83,,Yes ,No,Yes,No,,,Top and Bottom,Learn more,,,Yes,,,
ClickDesk,clickdesk,clickdesk.com,https://logo.clearbit.com/clickdesk.com,ClickDesk,"ClickDesk, a multi-channel customer engagement platform, helps businesses connect with their website users via their communication portals.",,Active,Yes,Yearly,free tier,,Yes,4,Standard,14.99,39.99,,Yes ,No,Yes,No,,,Bottom,Sign up,,,,Yes,,
Avaza,avaza,avaza.com,https://logo.clearbit.com/avaza.com,Avaza,"All-in-one, client-focused project management for teams.",,Active,No,No,free tier,,Yes,4,Standard,9.95,39.95,,Yes ,No,Yes,No,,,Bottom,Get started now,Yes,,,,,
Sendinblue,sendinblue,sendinblue.com,https://logo.clearbit.com/sendinblue.com,Sendinblue,Sendinblue is an all-in-one platform to help you grow your business through building stronger customer relationships.,,Active,No,,free tier,,Yes,5,Standard,5.00,66,,Yes ,,Yes(popular),Yes,,,Top,Sign up,,,,,Yes,
